,Experiment_Name,Sample_ID,Unique_ID,Date_Started,Date_Stopped
1255,Salt_Tolerance,Saudi_200mM_1,000YV,9/15/23,10/12/23
1256,Salt_Tolerance,Saudi_200mM_2,000YW,9/15/23,10/12/23
1257,Salt_Tolerance,Saudi_200mM_3,000YX,9/15/23,10/12/23
1258,Salt_Tolerance,Saudi_200mM_4,000YY,9/15/23,10/12/23
1259,Salt_Tolerance,Saudi_200mM_5,000YZ,9/15/23,10/12/23
1260,Salt_Tolerance,Saudi_200mM_6,000Z0,9/15/23,10/12/23
1261,Salt_Tolerance,Saudi_300mM_1,000Z1,9/15/23,10/12/23
1262,Salt_Tolerance,Saudi_300mM_2,000Z2,9/15/23,10/12/23
1263,Salt_Tolerance,Saudi_300mM_3,000Z3,9/15/23,10/12/23
1264,Salt_Tolerance,Saudi_300mM_4,000Z4,9/15/23,10/12/23
1265,Salt_Tolerance,Saudi_300mM_5,000Z5,9/15/23,10/12/23
1266,Salt_Tolerance,Saudi_300mM_6,000Z6,9/15/23,10/12/23
1267,Salt_Tolerance,Saudi_400mM_1,000Z7,9/15/23,10/12/23
1268,Salt_Tolerance,Saudi_400mM_2,000Z8,9/15/23,10/12/23
1269,Salt_Tolerance,Saudi_400mM_3,000Z9,9/15/23,10/12/23
1270,Salt_Tolerance,Saudi_400mM_4,000ZA,9/15/23,10/12/23
1271,Salt_Tolerance,Saudi_400mM_5,000ZB,9/15/23,10/12/23
1272,Salt_Tolerance,Saudi_400mM_6,000ZC,9/15/23,10/12/23
1273,Salt_Tolerance,Israel_0mM_1,000ZD,9/15/23,10/12/23
1274,Salt_Tolerance,Israel_0mM_2,000ZE,9/15/23,10/12/23
1275,Salt_Tolerance,Israel_0mM_3,000ZF,9/15/23,10/12/23
1276,Salt_Tolerance,Israel_0mM_4,000ZG,9/15/23,10/12/23
1277,Salt_Tolerance,Israel_0mM_5,000ZH,9/15/23,10/12/23
1278,Salt_Tolerance,Israel_0mM_6,000ZI,9/15/23,10/12/23
1279,Salt_Tolerance,Israel_50mM_1,000ZJ,9/15/23,10/12/23
1280,Salt_Tolerance,Israel_50mM_2,000ZK,9/15/23,10/12/23
1281,Salt_Tolerance,Israel_50mM_3,000ZL,9/15/23,10/12/23
1282,Salt_Tolerance,Israel_50mM_4,000ZM,9/15/23,10/12/23
1283,Salt_Tolerance,Israel_50mM_5,000ZN,9/15/23,10/12/23
1284,Salt_Tolerance,Israel_50mM_6,000ZO,9/15/23,10/12/23
1285,Salt_Tolerance,Israel_100mM_1,000ZP,9/15/23,10/12/23
1286,Salt_Tolerance,Israel_100mM_2,000ZQ,9/15/23,10/12/23
1287,Salt_Tolerance,Israel_100mM_3,000ZR,9/15/23,10/12/23
1288,Salt_Tolerance,Israel_100mM_4,000ZS,9/15/23,10/12/23
1289,Salt_Tolerance,Israel_100mM_5,000ZT,9/15/23,10/12/23
1290,Salt_Tolerance,Israel_100mM_6,000ZU,9/15/23,10/12/23
1291,Salt_Tolerance,Israel_200mM_1,000ZV,9/15/23,10/12/23
1292,Salt_Tolerance,Israel_200mM_2,000ZW,9/15/23,10/12/23
1293,Salt_Tolerance,Israel_200mM_3,000ZX,9/15/23,10/12/23
1294,Salt_Tolerance,Israel_200mM_4,000ZY,9/15/23,10/12/23
1295,Salt_Tolerance,Israel_200mM_5,000ZZ,9/15/23,10/12/23
1296,Salt_Tolerance,Israel_200mM_6,00100,9/15/23,10/12/23
1297,Salt_Tolerance,Israel_300mM_1,00101,9/15/23,10/12/23
1298,Salt_Tolerance,Israel_300mM_2,00102,9/15/23,10/12/23
1299,Salt_Tolerance,Israel_300mM_3,00103,9/15/23,10/12/23
1300,Salt_Tolerance,Israel_300mM_4,00104,9/15/23,10/12/23
1301,Salt_Tolerance,Israel_300mM_5,00105,9/15/23,10/12/23
1302,Salt_Tolerance,Israel_300mM_6,00106,9/15/23,10/12/23
1303,Salt_Tolerance,Israel_400mM_1,00107,9/15/23,10/12/23
1304,Salt_Tolerance,Israel_400mM_2,00108,9/15/23,10/12/23
1305,Salt_Tolerance,Israel_400mM_3,00109,9/15/23,10/12/23
1306,Salt_Tolerance,Israel_400mM_4,0010A,9/15/23,10/12/23
1307,Salt_Tolerance,Israel_400mM_5,0010B,9/15/23,10/12/23
1308,Salt_Tolerance,Israel_400mM_6,0010C,9/15/23,10/12/23
